,duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,attack,level,bytes_per_second,bytes_per_connection,connection_speed_rate,outbound_ratio,probe_probability,total_error_rate,service_failure_ratio,login_attempt_score,host_connection_diversity,security_risk_score,risk_level,if_prediction,if_anomaly_score,hybrid_risk_score,hybrid_risk_level
1312,0,tcp,other,SF,15876,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,1,0.06,0.0,0.0,0.0,0.06,0.12,0.0,198,1,0.01,0.09,0.39,0.0,0.02,0.0,0.0,0.0,normal,16,1587599999.9999998,15876,10.0,1.0,1.0,0.06,0,0,198.0,0.406,High/Critical,-1,0.3006565741967804,0.36912980096887316,Medium
1313,12,tcp,ftp_data,SF,7045,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9,41,0.89,0.22,1.0,0.12,0.0,0.0,0.0,0.0,warezclient,2,587.0833333333334,7045,0.08333333333333333,1.0,1.0,0.0,0,0,9.0,0.4,High/Critical,1,0.14990784964920995,0.3124677473772235,Medium
1314,0,tcp,ftp_data,SF,10389,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0.11,0.11,0.0,0.0,1.0,0.0,0.0,161,44,0.27,0.03,0.27,0.0,0.01,0.02,0.0,0.0,normal,21,1038899999.9999999,10389,10.0,1.0,1.0,0.11,0,0,161.0,0.41100000000000003,High/Critical,-1,0.2773474113562288,0.3642215939746801,Medium
1315,0,tcp,http,SF,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,149,149,1.0,0.0,0.01,0.0,0.0,0.0,0.01,0.01,back,11,6285399999.999999,62854,10.0,0.8677252044420403,1.0,0.0,0,0,149.0,0.4,High/Critical,-1,0.4210635620329767,0.4073722467115418,High/Critical
1316,0,tcp,http,SF,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,back,16,6285399999.999999,62854,10.0,0.8677252044420403,1.0,0.0,0,0,255.0,0.4,High/Critical,-1,0.4210635620329767,0.4073722467115418,High/Critical
1317,38259,tcp,discard,RSTOS0,621568663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,74,1,0.01,0.08,0.03,0.0,0.0,0.0,0.03,1.0,portsweep,11,16246.338456310934,621568663,2.6137640816539898e-05,1.0,0.0,1.0,0,0,74.0,0.1,Low,-1,0.9885188264797831,0.41098158926792405,High/Critical
1318,25781,tcp,private,RSTR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,2,0.01,0.66,1.0,0.0,0.0,0.0,1.0,1.0,portsweep,15,3.878825491641131e-05,1,3.878825491641131e-05,1.0,0.0,1.0,0,0,255.0,0.1,Low,-1,0.743621533858794,0.3252675368505779,Medium
1319,0,tcp,ftp_data,SF,12983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7,3,0.43,0.43,0.43,0.0,0.0,0.0,0.0,0.0,normal,20,1298300000.0,12983,10.0,1.0,1.0,0.0,0,0,7.0,0.4,High/Critical,1,0.1592585579492238,0.31574049528222836,Medium
1320,0,tcp,http,SF,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,3,4,0.0,0.0,0.0,0.25,1.0,0.0,0.5,139,139,1.0,0.0,0.01,0.0,0.0,0.0,0.01,0.01,back,12,6285399999.999999,62854,10.0,0.8677252044420403,1.0,0.0,0,0,189.0,0.4,High/Critical,-1,0.4210635620329767,0.4073722467115418,High/Critical
1321,0,tcp,http,SF,317,394616,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23,255,1.0,0.0,0.04,0.02,0.0,0.0,0.0,0.0,normal,20,39493300000.0,394933,10.0,0.0008026677942840938,0.0,0.0,0,10,23.0,0.2,Medium,-1,0.678646681035247,0.3675263383623364,Medium
1322,0,udp,private,SF,28,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,12,0.89,0.0,0.0,0.0,0.11,0.06,0.0,255,12,0.05,0.96,0.05,0.0,0.09,0.0,0.87,0.0,teardrop,18,2800000.0,28,10.0,1.0,1.0,0.89,0,0,255.0,0.48900000000000005,High/Critical,-1,0.3493846097247767,0.4401346134036719,High/Critical
1323,1,tcp,http,SF,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,245,245,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,back,12,62854.0,62854,1.0,0.8677252044420403,1.0,0.0,0,0,245.0,0.4,High/Critical,-1,0.4210635620329767,0.4073722467115418,High/Critical
1324,22881,tcp,private,RSTR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,2,0.01,0.73,1.0,0.0,0.0,0.0,1.0,1.0,portsweep,15,4.370438354967003e-05,1,4.370438354967003e-05,1.0,0.0,1.0,0,0,255.0,0.1,Low,-1,0.7379462521098729,0.3232811882384555,Medium
1325,60,tcp,telnet,S3,126,179,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0.5,0.5,0.5,0.5,1.0,0.0,0.0,23,23,1.0,0.0,0.04,0.0,0.09,0.09,0.91,0.91,guess_passwd,15,5.083333333333333,305,0.016666666666666666,0.4131147540983607,0.0,1.0,0,1,23.0,0.12000000000000001,Low,-1,0.6509656339479313,0.30583797188177597,Medium
1326,39527,tcp,private,RSTR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,2,0.01,0.5,1.0,0.0,0.0,0.0,1.0,1.0,portsweep,15,2.5299162597718014e-05,1,2.5299162597718014e-05,1.0,0.0,1.0,0,0,255.0,0.1,Low,-1,0.7755481423719447,0.3364418498301806,Medium
1327,0,tcp,http,SF,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82,82,1.0,0.0,0.01,0.0,0.01,0.01,0.01,0.01,back,11,6285399999.999999,62854,10.0,0.8677252044420403,1.0,0.0,0,0,82.0,0.4,High/Critical,-1,0.4210635620329767,0.4073722467115418,High/Critical
1328,0,tcp,ftp_data,SF,12324,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,48,1.0,0.0,1.0,0.04,0.0,0.02,0.0,0.0,normal,15,1232400000.0,12324,10.0,1.0,1.0,0.0,0,0,5.0,0.4,High/Critical,-1,0.3572164228328285,0.38502574799149,Medium
1329,0,tcp,X11,SF,200068,12976,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20,17,0.85,0.1,0.05,0.0,0.05,0.06,0.05,0.06,normal,20,21304400000.0,213044,10.0,0.9390923940594431,1.0,0.0,0,10,20.0,0.6000000000000001,High/Critical,-1,0.6296430684488179,0.6103750739570863,High/Critical
1330,0,tcp,telnet,S1,157,5338,0,0,0,0,0,1,1,1,2,4,0,0,0,0,0,0,1,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,185,1,0.01,0.02,0.01,0.0,0.01,1.0,0.0,0.0,normal,10,549500000.0,5495,10.0,0.02857142857142857,0.0,1.0,0,20,185.0,0.5,High/Critical,-1,0.43630801136719555,0.4777078039785184,High/Critical
1331,37770,tcp,private,RSTR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,2,0.01,0.5,1.0,0.0,0.0,0.0,1.0,1.0,portsweep,15,2.6476039184537995e-05,1,2.6476039184537995e-05,1.0,0.0,1.0,0,0,255.0,0.1,Low,-1,0.776517872994046,0.33678125554791605,Medium
1332,0,tcp,http,SF,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.25,0.25,1.0,0.0,0.0,5,5,1.0,0.0,0.2,0.0,0.0,0.0,0.2,0.2,back,12,6285399999.999999,62854,10.0,0.8677252044420403,1.0,0.25,0,0,5.0,0.42500000000000004,High/Critical,-1,0.560319064342266,0.4723616725197931,High/Critical
1333,0,tcp,ftp_data,SF,10073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,193,74,0.38,0.03,0.38,0.0,0.0,0.0,0.0,0.0,normal,20,1007299999.9999999,10073,10.0,1.0,1.0,0.0,0,0,193.0,0.4,High/Critical,1,0.12336571787067474,0.30317800125473615,Medium
1334,0,tcp,http,SF,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,101,101,1.0,0.0,0.01,0.0,0.0,0.0,0.15,0.15,back,11,6285399999.999999,62854,10.0,0.8677252044420403,1.0,0.0,0,0,101.0,0.4,High/Critical,-1,0.4210635620329767,0.4073722467115418,High/Critical
1335,0,tcp,http,SF,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,5,6,0.0,0.0,0.2,0.33,1.0,0.0,0.33,172,172,1.0,0.0,0.01,0.0,0.0,0.0,0.06,0.06,back,11,6285399999.999999,62854,10.0,0.8677252044420403,1.0,0.2,0,0,205.0,0.42000000000000004,High/Critical,-1,0.5470333588361251,0.46446167559264384,High/Critical
1336,39287,tcp,private,RSTR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,2,0.01,0.51,1.0,0.0,0.0,0.0,1.0,1.0,portsweep,15,2.5453712423957035e-05,1,2.5453712423957035e-05,1.0,0.0,1.0,0,0,255.0,0.1,Low,-1,0.7755481423719447,0.3364418498301806,Medium
1337,39039,tcp,private,RSTR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,2,0.01,0.51,1.0,0.0,0.0,0.0,1.0,1.0,portsweep,15,2.5615410230794848e-05,1,2.5615410230794848e-05,1.0,0.0,1.0,0,0,255.0,0.1,Low,-1,0.776517872994046,0.33678125554791605,Medium
1338,0,tcp,ftp_data,SF,12324,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,240,72,0.3,0.03,0.3,0.0,0.0,0.0,0.0,0.0,normal,21,1232400000.0,12324,10.0,1.0,1.0,0.0,0,0,240.0,0.4,High/Critical,-1,0.3572164228328285,0.38502574799149,Medium
1339,29808,tcp,private,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,82,1,0.01,0.15,0.12,0.0,0.0,0.0,0.12,1.0,portsweep,13,0.0,0,3.3548040794417606e-05,0.0,0.0,1.0,0,0,82.0,0.1,Low,-1,0.7287168609048108,0.3200509013166838,Medium
1340,3,tcp,smtp,SF,1956,329,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,61,240,0.97,0.03,0.02,0.01,0.0,0.0,0.0,0.0,normal,21,761.6666666666666,2285,0.3333333333333333,0.8560175054704595,1.0,0.0,0,0,161.0,0.4,High/Critical,-1,0.3019613619167143,0.36568647667085,Medium
1341,0,tcp,ftp_data,SF,10272,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,206,83,0.4,0.03,0.4,0.0,0.0,0.0,0.0,0.0,normal,21,1027199999.9999999,10272,10.0,1.0,1.0,0.0,0,0,206.0,0.4,High/Critical,1,0.12336571787067474,0.30317800125473615,Medium
1342,34578,tcp,private,RSTOS0,1167519497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,80,1,0.01,0.12,0.1,0.0,0.0,0.0,0.1,1.0,portsweep,12,33764.80701602175,1167519497,2.8920122621319915e-05,1.0,0.0,1.0,0,0,80.0,0.1,Low,-1,0.9818065504693405,0.40863229266426915,High/Critical
1343,0,tcp,ftp_data,SF,16787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,237,55,0.19,0.02,0.19,0.04,0.0,0.0,0.05,0.0,normal,18,1678699999.9999998,16787,10.0,1.0,1.0,0.0,0,0,237.0,0.4,High/Critical,1,0.19481140861721555,0.32818399301602547,Medium
1344,0,tcp,ftp_data,SF,4753,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,14,14,0.07,0.07,0.0,0.0,1.0,0.0,0.0,243,73,0.3,0.03,0.31,0.0,0.02,0.04,0.0,0.0,normal,20,475299999.99999994,4753,10.0,1.0,1.0,0.07,0,0,243.0,0.40700000000000003,High/Critical,1,0.191421992705838,0.3315476974470433,Medium
1345,2,tcp,ftp_data,SF,2194619,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7,50,0.71,0.29,0.71,0.06,0.0,0.0,0.0,0.0,normal,19,1097309.5,2194619,0.5,1.0,1.0,0.0,0,0,7.0,0.4,High/Critical,-1,0.6378870434810837,0.4832604652183793,High/Critical
1346,27441,tcp,private,RSTR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,2,0.01,0.74,1.0,0.0,0.0,0.0,1.0,1.0,portsweep,15,3.6441820633358846e-05,1,3.6441820633358846e-05,1.0,0.0,1.0,0,0,255.0,0.1,Low,-1,0.7455184199754434,0.3259314469914052,Medium
1347,8781,tcp,IRC,RSTR,1171,9477,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,44,20,0.45,0.05,0.02,0.0,0.11,0.25,0.3,0.65,normal,20,1.2126181528299738,10648,0.00011388224575788635,0.10997370398196844,0.0,1.0,0,0,44.0,0.1,Low,-1,0.7602409327429004,0.3310843264600151,Medium
1348,0,tcp,http,SF,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,5,6,0.0,0.0,0.0,0.17,1.0,0.0,0.33,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,back,15,6285399999.999999,62854,10.0,0.8677252044420403,1.0,0.0,0,0,288.0,0.4,High/Critical,-1,0.4210635620329767,0.4073722467115418,High/Critical
1349,0,tcp,http,SF,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,210,210,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,back,11,6285399999.999999,62854,10.0,0.8677252044420403,1.0,0.0,0,0,210.0,0.4,High/Critical,-1,0.4210635620329767,0.4073722467115418,High/Critical
1350,0,tcp,http,SF,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,33,33,1.0,0.0,0.03,0.0,0.03,0.03,0.03,0.03,back,13,6285399999.999999,62854,10.0,0.8677252044420403,1.0,0.0,0,0,33.0,0.4,High/Critical,-1,0.4210635620329767,0.4073722467115418,High/Critical
1351,2,tcp,ftp_data,SF,2194619,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,178,72,0.27,0.02,0.27,0.03,0.0,0.0,0.0,0.0,normal,19,1097309.5,2194619,0.5,1.0,1.0,0.0,0,0,178.0,0.4,High/Critical,-1,0.6378870434810837,0.4832604652183793,High/Critical
1352,0,tcp,ftp_data,SF,13239,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,49,0.19,0.05,0.19,0.0,0.38,0.0,0.02,0.0,normal,15,1323900000.0,13239,10.0,1.0,1.0,0.0,0,0,255.0,0.4,High/Critical,1,0.1592585579492238,0.31574049528222836,Medium
1353,0,tcp,http,SF,239,47710,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26,255,1.0,0.0,0.04,0.05,0.0,0.0,0.0,0.0,normal,20,4794900000.0,47949,10.0,0.004984462658241048,0.0,0.0,0,10,26.0,0.2,Medium,-1,0.5392564989699606,0.3187397746394862,Medium
1354,0,tcp,http,S2,179,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3,10,0.33,0.1,0.0,0.0,1.0,0.0,0.3,14,255,1.0,0.0,0.07,0.03,0.07,0.01,0.0,0.0,normal,18,17900000.0,179,10.0,1.0,1.0,0.33,0,0,44.0,0.43300000000000005,High/Critical,-1,0.23633484995614007,0.36416719748464904,Medium
1355,0,tcp,X11,S1,529596,216664,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3,3,1.0,0.0,0.33,0.0,0.33,0.33,0.0,0.0,normal,16,74626000000.0,746260,10.0,0.7096668721357168,0.0,1.0,0,0,3.0,0.1,Low,-1,0.866342160254553,0.3682197560890935,Medium
1356,0,tcp,ftp_data,SF,501760,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,195,87,0.3,0.02,0.3,0.02,0.0,0.0,0.0,0.0,normal,20,50175999999.99999,501760,10.0,1.0,1.0,0.0,0,0,195.0,0.4,High/Critical,-1,0.5021466173996976,0.43575131608989415,High/Critical
1357,0,tcp,http,SF,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,209,209,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,back,11,6285399999.999999,62854,10.0,0.8677252044420403,1.0,0.0,0,0,209.0,0.4,High/Critical,-1,0.4210635620329767,0.4073722467115418,High/Critical
1358,21807,tcp,private,RSTR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,2,0.01,0.73,1.0,0.0,0.0,0.0,1.0,1.0,portsweep,15,4.5856834961250974e-05,1,4.5856834961250974e-05,1.0,0.0,1.0,0,0,255.0,0.1,Low,-1,0.7379462521098729,0.3232811882384555,Medium
1359,0,tcp,http,SF,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,47,47,1.0,0.0,0.02,0.0,0.0,0.0,0.04,0.04,back,12,6285399999.999999,62854,10.0,0.8677252044420403,1.0,0.0,0,0,47.0,0.4,High/Critical,-1,0.4210635620329767,0.4073722467115418,High/Critical
1360,0,tcp,ftp_data,SF,35195,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,19,0.0,0.0,0.0,0.0,1.0,0.0,0.0,81,79,0.31,0.04,0.31,0.03,0.0,0.14,0.0,0.0,normal,18,3519499999.9999995,35195,10.0,1.0,1.0,0.0,0,0,81.0,0.4,High/Critical,-1,0.24406957821029376,0.3454243523736028,Medium
1361,0,tcp,other,SF,15377,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.33,1.0,0.0,214,1,0.0,0.06,0.38,0.0,0.0,0.0,0.0,0.0,normal,19,1537699999.9999998,15377,10.0,1.0,1.0,0.0,0,0,214.0,0.4,High/Critical,1,0.178210809004143,0.32237378315145004,Medium
1362,2,tcp,ftp_data,SF,2194619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,189,113,0.45,0.02,0.45,0.02,0.0,0.0,0.0,0.0,normal,20,1097309.5,2194619,0.5,1.0,1.0,0.0,0,0,189.0,0.4,High/Critical,-1,0.6378870434810837,0.4832604652183793,High/Critical
1363,0,tcp,other,SF,7077,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0.25,0.0,0.0,0.0,0.25,0.5,0.0,176,1,0.01,0.02,0.06,0.0,0.01,0.0,0.0,0.0,normal,18,707700000.0,7077,10.0,1.0,1.0,0.25,0,0,176.0,0.42500000000000004,High/Critical,-1,0.3127956430879526,0.38572847508078345,Medium
1364,16,tcp,smtp,SF,12620,1361,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,67,163,0.55,0.06,0.01,0.01,0.01,0.0,0.0,0.0,normal,21,873.8125,13981,0.0625,0.9026536013160719,1.0,0.0,0,0,167.0,0.4,High/Critical,-1,0.22623911447823947,0.3391836900673838,Medium
1365,0,tcp,ftp_data,SF,11842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,32,4,0.12,0.06,0.12,0.0,0.0,0.0,0.0,0.0,normal,20,1184200000.0,11842,10.0,1.0,1.0,0.0,0,0,32.0,0.4,High/Critical,1,0.14279578285931271,0.3099785240007594,Medium
1366,0,udp,private,SF,28,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,21,0.83,0.0,0.0,0.0,0.17,0.06,0.0,255,21,0.08,0.92,0.08,0.0,0.09,0.0,0.83,0.0,teardrop,18,2800000.0,28,10.0,1.0,1.0,0.83,0,0,255.0,0.48300000000000004,High/Critical,-1,0.3469189411608783,0.43537162940630747,High/Critical
1367,31,tcp,X11,SF,18828976,33116,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,37,24,0.65,0.08,0.03,0.0,0.03,0.04,0.03,0.04,normal,20,608454.5806451613,18862092,0.03225806451612903,0.99824430927386,0.0,0.0,0,0,37.0,0.0,Low,-1,0.8606422568675371,0.301224789903638,Medium
1368,26231,tcp,private,RSTR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,2,0.01,0.73,1.0,0.0,0.0,0.0,1.0,1.0,portsweep,15,3.8122831763943425e-05,1,3.8122831763943425e-05,1.0,0.0,1.0,0,0,255.0,0.1,Low,-1,0.7426740529218026,0.3249359185226309,Medium
1369,0,tcp,http,S2,164,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,13,255,1.0,0.0,0.08,0.02,0.08,0.0,0.0,0.0,normal,18,16399999.999999998,164,10.0,1.0,1.0,1.0,0,0,13.0,0.5,High/Critical,-1,0.21853553002866935,0.4014874355100343,High/Critical
1370,0,tcp,ftp_data,SF,61298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,201,59,0.27,0.03,0.27,0.03,0.0,0.0,0.0,0.0,normal,21,6129799999.999999,61298,10.0,1.0,1.0,0.0,0,0,201.0,0.4,High/Critical,-1,0.33238484689732894,0.37633469641406514,Medium
1371,0,tcp,ftp_data,SF,15876,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,74,74,0.24,0.04,0.24,0.03,0.0,0.18,0.0,0.0,normal,17,1587599999.9999998,15876,10.0,1.0,1.0,0.0,0,0,74.0,0.4,High/Critical,1,0.18326715393165646,0.32414350387607976,Medium
1372,0,tcp,http,SF,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12,12,1.0,0.0,0.08,0.0,0.0,0.0,0.08,0.08,back,11,6285399999.999999,62854,10.0,0.8677252044420403,1.0,0.0,0,0,12.0,0.4,High/Critical,-1,0.4210635620329767,0.4073722467115418,High/Critical
1373,7992,tcp,IRC,RSTR,744,9449,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,40,18,0.45,0.05,0.03,0.0,0.12,0.28,0.28,0.61,normal,20,1.2754004004004005,10193,0.00012512512512512512,0.07299126851761012,0.0,1.0,0,0,40.0,0.1,Low,-1,0.7497305870847866,0.3274057054796753,Medium
1374,0,tcp,ftp_data,SF,501760,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0.0,0.0,0.0,0.0,1.0,0.0,0.67,218,107,0.49,0.06,0.53,0.0,0.01,0.02,0.0,0.0,normal,20,50175999999.99999,501760,10.0,1.0,1.0,0.0,0,0,285.0,0.4,High/Critical,-1,0.5021466173996976,0.43575131608989415,High/Critical
1375,2,tcp,ftp_data,SF,2194619,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,148,66,0.15,0.05,0.15,0.03,0.01,0.0,0.0,0.0,normal,20,1097309.5,2194619,0.5,1.0,1.0,0.0,0,0,148.0,0.4,High/Critical,-1,0.6378870434810837,0.4832604652183793,High/Critical
1376,0,tcp,other,SF,10073,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,1,0.19,0.0,0.0,0.0,0.06,0.56,0.0,125,1,0.01,0.2,0.3,0.0,0.05,0.0,0.0,0.0,normal,17,1007299999.9999999,10073,10.0,1.0,1.0,0.19,0,0,125.0,0.41900000000000004,High/Critical,-1,0.32421872101812,0.385826552356342,Medium
1377,0,tcp,http,SF,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,230,230,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,back,10,6285399999.999999,62854,10.0,0.8677252044420403,1.0,0.0,0,0,230.0,0.4,High/Critical,-1,0.4210635620329767,0.4073722467115418,High/Critical
1378,2,tcp,ftp_data,SF,2194619,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,88,5,0.06,0.05,0.06,0.0,0.0,0.0,0.0,0.0,normal,19,1097309.5,2194619,0.5,1.0,1.0,0.0,0,0,88.0,0.4,High/Critical,-1,0.6378870434810837,0.4832604652183793,High/Critical
